y,x,z,d
2.521985658,-7.775,49.13175,702.5
2.523231764,-7.79,49.212,703.5
2.53577898,-7.66,49.2917,704.5
2.53577898,-6.965,49.3709,705.5
2.61866664,-6.74,49.44695,706.5
2.617295838,-6.97,49.5199,707.5
2.595614772,-7.015,49.5937,708.5
2.594275187,-7.205,49.66835,709.5
2.563949857,-7.385,49.7442,710.5
2.563949857,-7.425,49.8212,711.5
2.554900022,-7.49,49.89855,712.5
2.554900022,-7.33,49.97625,713.5
2.600991129,-6.965,50.0522,714.5
2.600991129,-6.84,50.1264,715.5
2.603690186,-6.905,50.2005,716.5
2.605042451,-6.695,50.27445,717.5
2.63108916,-6.595,50.3474,718.5
2.63108916,-6.815,50.4194,719.5
2.611831343,-6.795,50.4921,720.5
2.61319467,-6.48,50.56545,721.5
2.670754416,-6.105,50.6367,722.5
2.672200548,-6.045,50.70585,723.5
2.642262461,-6.45,50.776,724.5
2.642262461,-6.64,50.8472,725.5
2.624168717,-6.665,50.91905,726.5
2.622790357,-6.885,50.9916,727.5
2.622790357,-6.675,51.0642,728.5
2.622790357,-6.32,51.1368,729.5
2.638057829,-6.51,51.20885,730.5
2.636660205,-6.795,51.2804,731.5
2.624168717,-6.655,51.35245,732.5
2.624168717,-6.555,51.42495,733.5
2.632479014,-6.57,51.49715,734.5
2.63108916,-6.255,51.5691,735.5
2.67800608,-6.035,51.63945,736.5
2.676551534,-5.925,51.7082,737.5
2.695627681,-5.815,51.77635,738.5
2.695627681,-6.045,51.84385,739.5
2.653562016,-6.31,51.9128,740.5
2.653562016,-6.42,51.9832,741.5
2.642262461,-6.435,52.054,742.5
2.642262461,-6.315,52.1252,743.5
2.67800608,-6,52.19515,744.5
2.679462744,-5.765,52.2638,745.5
2.694147296,-5.83,52.3319,746.5
2.692669099,-5.7,52.39955,747.5
2.721135441,-5.51,52.4663,748.5
2.719616837,-5.7,52.53215,749.5
2.685310714,-5.93,52.5992,750.5
2.683845512,-6.02,52.66745,751.5
2.683845512,-5.925,52.73575,752.5
2.683845512,-5.54,52.80405,753.5
2.725705136,-5.44,52.87095,754.5
2.727233021,-5.59,52.9364,755.5
2.728763243,-5.39,53.00175,756.5
2.73029581,-5.105,53.067,757.5
2.742641646,-5.24,53.1318,758.5
2.741090055,-5.575,53.19625,759.5
2.718100537,-5.535,53.2615,760.5
2.716586532,-5.455,53.32755,761.5
2.716586532,-5.54,53.39365,762.5
2.718100537,-5.595,53.4597,763.5
2.710553331,-5.61,53.52595,764.5
2.710553331,-5.38,53.59245,765.5
2.724179583,-5.455,53.6585,766.5
2.725705136,-5.895,53.72405,767.5
2.67800608,-5.98,53.79115,768.5
2.679462744,-5.815,53.8598,769.5
2.736449676,-5.325,53.9265,770.5
2.734907655,-4.34,53.99135,771.5
2.845589615,-4.055,54.05285,772.5
2.845589615,-4.86,54.11095,773.5
2.722656353,-5.49,54.17285,774.5
2.722656353,-5.905,54.23855,775.5
2.643667942,-6.405,54.30695,776.5
2.645075402,-6.515,54.378,777.5
2.685310714,-5.95,54.4476,778.5
2.685310714,-5.53,54.5158,779.5
2.697110261,-5.805,54.5836,780.5
2.698595042,-5.79,54.65095,781.5
2.719616837,-5.56,54.71755,782.5
2.719616837,-5.685,54.78345,783.5
2.697110261,-5.825,54.8501,784.5
2.697110261,-5.695,54.9175,785.5
2.744195648,-5.29,54.98335,786.5
2.744195648,-5.315,55.04765,787.5
2.694147296,-5.865,55.1136,788.5
2.694147296,-6.18,55.1812,789.5
2.642262461,-6.47,55.2506,790.5
2.642262461,-6.43,55.3218,791.5
2.672200548,-6.125,55.39195,792.5
2.670754416,-6.515,55.4611,793.5
2.590267165,-7.055,55.5332,794.5
2.591601388,-7.125,55.60815,795.5
2.620039324,-6.715,55.682,796.5
2.61866664,-6.005,55.75485,797.5
2.715074816,-5.6,55.8244,798.5
2.715074816,-5.8,55.8906,799.5
2.647896278,-6.35,55.9591,800.5
2.649309706,-6.65,56.02985,801.5
2.62554898,-6.6,56.1014,802.5
2.624168717,-6.295,56.17385,803.5
2.663554961,-6.13,56.24495,804.5
2.663554961,-6.355,56.31465,805.5
2.646484845,-6.315,56.38495,806.5
2.646484845,-6.37,56.45585,807.5
2.599644327,-6.83,56.52845,808.5
2.599644327,-7.01,56.60275,809.5
2.611831343,-6.68,56.6766,810.5
2.610469873,-6.465,56.75005,811.5
2.610469873,-6.665,56.82355,812.5
2.609110253,-6.485,56.8971,813.5
2.643667942,-6.26,56.96945,814.5
2.642262461,-6.32,57.0406,815.5
2.635264531,-6.325,57.11205,816.5
2.633870803,-6.535,57.1838,817.5
2.617295838,-6.51,57.2562,818.5
2.617295838,-6.235,57.3292,819.5
2.669310373,-5.87,57.40035,820.5
2.669310373,-5.46,57.46965,821.5
2.700082031,-5.495,57.5379,822.5
2.700082031,-5.535,57.6051,823.5
2.713565382,-5.315,57.67185,824.5
2.712058222,-5.32,57.7382,825.5
2.697110261,-5.485,57.8051,826.5
2.697110261,-5.675,57.8725,827.5
2.692669099,-5.52,57.94005,828.5
2.691193084,-5.015,58.0078,829.5
2.739540868,-4.945,58.074,830.5
2.739540868,-5.02,58.1386,831.5
2.747310915,-4.83,58.20295,832.5
2.747310915,-4.815,58.26705,833.5
2.73029581,-5.015,58.3317,834.5
2.73029581,-4.935,58.3969,835.5
2.736449676,-4.925,58.4619,836.5
2.736449676,-5.095,58.5267,837.5
2.752002089,-4.725,58.591,838.5
2.753570716,-4.385,58.65475,839.5
2.758291418,-4.65,58.7183,840.5
2.756715373,-4.675,58.78175,841.5
2.805111914,-4.09,58.84375,842.5
2.803460386,-3.695,58.9043,843.5
2.818423259,-3.93,58.96445,844.5
2.816749618,-4.36,59.0242,845.5
2.756715373,-4.635,59.08585,846.5
2.756715373,-4.37,59.14935,847.5
2.806766174,-4.03,59.2113,848.5
2.808423175,-4.45,59.27165,849.5
2.737994077,-4.85,59.33415,850.5
2.737994077,-4.855,59.39885,851.5
2.698595042,-5.32,59.46485,852.5
2.698595042,-5.645,59.53215,853.5
2.718100537,-5.08,59.5988,854.5
2.718100537,-4.815,59.6648,855.5
2.741090055,-4.815,59.73005,856.5
2.741090055,-4.635,59.79455,857.5
2.745752068,-4.76,59.8589,858.5
2.744195648,-4.93,59.92315,859.5
2.758291418,-4.615,59.987,860.5
2.758291418,-4.245,60.0504,861.5
2.75986995,-4.575,60.11375,862.5
2.761450978,-5.07,60.177,863.5
2.685310714,-5.435,60.2427,864.5
2.686778066,-5.76,60.31085,865.5
2.640858952,-5.96,60.38055,866.5
2.640858952,-5.995,60.45185,867.5
2.647896278,-5.89,60.5229,868.5
2.646484845,-5.945,60.59375,869.5
2.617295838,-6.225,60.6657,870.5
2.617295838,-6.36,60.7387,871.5
2.629701235,-6.085,60.81125,872.5
2.628315233,-5.855,60.8834,873.5
2.642262461,-5.94,60.9551,874.5
2.642262461,-5.945,61.0263,875.5
2.662121269,-5.695,61.0968,876.5
2.663554961,-5.53,61.16655,877.5
2.676551534,-5.53,61.2358,878.5
2.676551534,-5.67,61.3046,879.5
2.624168717,-6.15,61.37525,880.5
2.622790357,-6.51,61.4478,881.5
2.60775248,-6.34,61.52095,882.5
2.60775248,-6.13,61.59465,883.5
2.624168717,-6.155,61.66775,884.5
2.622790357,-6.325,61.7403,885.5
2.605042451,-6.375,61.81355,886.5
2.603690186,-6.29,61.8875,887.5
2.602339747,-6.405,61.96155,888.5
2.600991129,-6.555,62.0357,889.5
2.584948004,-6.595,62.1105,890.5
2.584948004,-6.96,62.1859,891.5
2.515778313,-7.395,62.264,892.5
2.514541455,-7.23,62.34485,893.5
2.560061323,-6.895,62.42395,894.5
2.558768498,-6.67,62.5013,895.5
2.575707014,-6.705,62.57805,896.5
2.575707014,-6.87,62.65415,897.5
2.556187852,-6.93,62.731,898.5
2.556187852,-7.13,62.8086,899.5
2.545931352,-7.06,62.8866,900.5
2.544656654,-6.68,62.96505,901.5
2.58893472,-6.55,63.04185,902.5
2.58893472,-6.8,63.11695,903.5
2.545931352,-7.05,63.1937,904.5
2.544656654,-7.075,63.27215,905.5
2.526979426,-7.245,63.35135,906.5
2.526979426,-7.58,63.43125,907.5
2.48530673,-7.68,63.51285,908.5
2.486507931,-7.865,63.5961,909.5
2.451085101,-8.055,63.6808,910.5
2.451085101,-7.845,63.767,911.5
2.488914671,-7.605,63.8516,912.5
2.488914671,-7.525,63.9346,913.5
2.497384171,-7.51,64.01725,914.5
2.497384171,-7.51,64.09955,915.5
2.496169842,-7.51,64.1819,916.5
2.496169842,-7.31,64.2643,917.5
2.560061323,-6.77,64.34415,918.5
2.558768498,-6.345,64.4215,919.5
2.578338595,-6.55,64.49815,920.5
2.578338595,-6.75,64.57405,921.5
2.577021939,-6.535,64.65,922.5
2.578338595,-6.62,64.72595,923.5
2.551046452,-6.825,64.8029,924.5
2.551046452,-6.805,64.8809,925.5
2.545931352,-6.865,64.9591,926.5
2.545931352,-7.105,65.0375,927.5
2.488914671,-7.485,65.1182,928.5
2.490120217,-7.625,65.20115,929.5
2.487710577,-7.475,65.28415,930.5
2.488914671,-7.655,65.3672,931.5
2.468639677,-7.67,65.45105,932.5
2.468639677,-7.46,65.53575,933.5
2.460409178,-7.73,65.6208,934.5
2.460409178,-7.945,65.7062,935.5
2.431555474,-8.045,65.79285,936.5
2.430418465,-8.075,65.8808,937.5
2.436116486,-7.965,65.96855,938.5
2.434974281,-7.855,66.0561,939.5
2.473373414,-7.505,66.14205,940.5
2.473373414,-7.37,66.22635,941.5
2.462753845,-7.6,66.3111,942.5
2.462753845,-7.93,66.3963,943.5
2.3816283,-8.5,66.4851,944.5
2.382711137,-8.3,66.57745,945.5
2.459238903,-7.575,66.66635,946.5
2.460409178,-7.805,66.7518,947.5
2.397995278,-8.26,66.83995,948.5
2.397995278,-8.185,66.93085,949.5
2.446455463,-7.695,67.0196,950.5
2.446455463,-7.105,67.1062,951.5
2.507152259,-6.975,67.19025,952.5
2.505926017,-7.4,67.2718,953.5
2.438404816,-7.745,67.35625,954.5
2.437259996,-7.65,67.4436,955.5
2.445301395,-7.635,67.53065,956.5
2.445301395,-7.585,67.61735,957.5
2.468639677,-7.33,67.70305,958.5
2.468639677,-7.345,67.78775,959.5
2.447610865,-7.55,67.87335,960.5
2.447610865,-7.575,67.95985,961.5
2.43383338,-7.66,68.04695,962.5
2.434974281,-7.755,68.1346,963.5
2.420243136,-7.785,68.22285,964.5
2.420243136,-8.005,68.31175,965.5
2.3892329,-8.095,68.40205,966.5
2.390324007,-7.965,68.4937,967.5
2.419118909,-7.72,68.584,968.5
2.420243136,-7.675,68.67295,969.5
2.391416307,-8.035,68.76315,970.5
2.390324007,-7.96,68.8547,971.5
2.43383338,-7.55,68.94435,972.5
2.43383338,-7.73,69.03205,973.5
2.399095993,-7.975,69.1213,974.5
2.399095993,-8.07,69.2121,975.5
2.407945609,-7.895,69.3025,976.5
2.409057338,-6.975,69.39245,977.5
2.569158202,-6.085,69.4757,978.5
2.567853571,-5.965,69.55235,979.5
2.58893472,-5.87,69.62825,980.5
2.590267165,-5.685,69.7033,981.5
2.561355822,-6.22,69.7794,982.5
2.561355822,-6.805,69.8566,983.5
2.474560358,-7.23,69.9373,984.5
2.474560358,-7.435,70.0215,985.5
2.482908647,-7.15,70.10535,986.5
2.482908647,-6.76,70.18885,987.5
2.528231775,-6.65,70.2705,988.5
2.528231775,-7.03,70.3503,989.5
2.453407983,-7.575,70.4332,990.5
2.452245868,-7.78,70.51925,991.5
2.474560358,-7.385,70.6044,992.5
2.474560358,-7.065,70.6886,993.5
2.499817263,-7.17,70.77175,994.5
2.498599977,-6.89,70.8539,995.5
2.598299337,-6.095,70.9322,996.5
2.598299337,-5.67,71.0066,997.5
2.63945741,-5.67,71.0795,998.5
2.640858952,-5.665,71.15085,999.5
2.646484845,-5.66,71.22195,1000.5
2.645075402,-5.68,71.2929,1001.5
2.646484845,-5.725,71.36385,1002.5
2.645075402,-5.84,71.4348,1003.5
2.629701235,-5.96,71.50635,1004.5
2.629701235,-5.715,71.57845,1005.5
2.689719244,-5.295,71.64845,1006.5
2.689719244,-4.875,71.71635,1007.5
2.724179583,-4.95,71.7831,1008.5
2.724179583,-5.25,71.8487,1009.5
2.722656353,-5.005,71.91435,1010.5
2.724179583,-5.085,71.98,1011.5
2.663554961,-5.745,72.04765,1012.5
2.664990712,-5.84,72.1173,1013.5
2.691193084,-5.465,72.186,1014.5
2.692669099,-5.535,72.25375,1015.5
2.672200548,-5.75,72.32215,1016.5
2.673648774,-5.815,72.3912,1017.5
2.650725134,-6.05,72.461,1018.5
2.652142569,-6.405,72.53155,1019.5
2.600991129,-6.71,72.6039,1020.5
2.600991129,-6.64,72.6781,1021.5
2.622790357,-6.515,72.7515,1022.5
2.624168717,-6.305,72.82405,1023.5
2.704556312,-5.63,72.89375,1024.5
2.704556312,-5.53,72.96065,1025.5
2.688247574,-5.885,73.0281,1026.5
2.686778066,-6.155,73.09615,1027.5
2.649309706,-6.375,73.16555,1028.5
2.649309706,-6.77,73.23625,1029.5
2.558768498,-7.455,73.3103,1030.5
2.560061323,-7.385,73.38765,1031.5
2.642262461,-6.53,73.4619,1032.5
2.642262461,-6.355,73.5331,1033.5
2.614559858,-6.865,73.6053,1034.5
2.614559858,-6.985,73.6785,1035.5
2.632479014,-6.65,73.75105,1036.5
2.632479014,-6.505,73.82295,1037.5
2.611831343,-6.865,73.8956,1038.5
2.611831343,-6.74,73.969,1039.5
2.675099101,-6.11,74.04015,1040.5
2.673648774,-5.765,74.1091,1041.5
2.750435918,-5.18,74.17555,1042.5
2.750435918,-5.385,74.23945,1043.5
2.635264531,-6.475,74.30725,1044.5
2.635264531,-6.395,74.37895,1045.5
2.682382454,-5.86,74.449,1046.5
2.682382454,-5.765,74.5174,1047.5
2.695627681,-5.645,74.58535,1048.5
2.695627681,-5.51,74.65285,1049.5
2.698595042,-5.565,74.72025,1050.5
2.698595042,-5.57,74.78755,1051.5
2.719616837,-5.27,74.85415,1052.5
2.719616837,-5.22,74.92005,1053.5
2.709050701,-5.365,74.9863,1054.5
2.709050701,-5.27,75.0529,1055.5
2.744195648,-4.895,75.11835,1056.5
2.745752068,-4.595,75.1826,1057.5
2.777400279,-4.46,75.2458,1058.5
2.77900929,-4.37,75.30795,1059.5
2.741090055,-4.88,75.37125,1060.5
2.739540868,-5.205,75.4358,1061.5
2.734907655,-4.915,75.50055,1062.5
2.733368009,-5.03,75.5655,1063.5
2.739540868,-4.8,75.6303,1064.5
2.741090055,-4.21,75.69485,1065.5
2.769393831,-4.425,75.75845,1066.5
2.769393831,-4.94,75.82115,1067.5
2.706052198,-5.12,75.8859,1068.5
2.707550326,-5.19,75.95265,1069.5
2.706052198,-5.07,76.0194,1070.5
2.706052198,-4.795,76.0862,1071.5
2.718100537,-4.88,76.1526,1072.5
2.718100537,-5.295,76.2186,1073.5
2.662121269,-5.485,76.2865,1074.5
2.662121269,-5.445,76.3563,1075.5
2.640858952,-5.66,76.42685,1076.5
2.642262461,-6.115,76.4981,1077.5
2.560061323,-6.52,76.57235,1078.5
2.561355822,-6.925,76.6496,1079.5
2.523231764,-6.865,76.7283,1080.5
2.523231764,-6.2,76.8085,1081.5
2.610469873,-5.785,76.88535,1082.5
2.609110253,-5.785,76.9589,1083.5
2.574393816,-6.13,77.0338,1084.5
2.574393816,-6.485,77.11,1085.5
2.530741186,-6.57,77.1879,1086.5
2.530741186,-6.95,77.2675,1087.5
2.519498095,-6.67,77.34755,1088.5
2.519498095,-4.94,77.42805,1089.5
2.682382454,-4.765,77.5025,1090.5
2.680921534,-6.25,77.57095,1091.5
2.530741186,-6.455,77.645,1092.5
2.530741186,-6.22,77.7246,1093.5
2.551046452,-6.19,77.8034,1094.5
2.551046452,-5.92,77.8814,1095.5
2.580977119,-5.825,77.95825,1096.5
2.580977119,-6.055,78.03395,1097.5
2.560061323,-6.075,78.11045,1098.5
2.558768498,-5.355,78.1878,1099.5
2.669310373,-4.8,78.26115,1100.5
2.670754416,-4.9,78.3304,1101.5
2.662121269,-4.88,78.3999,1102.5
2.662121269,-4.545,78.4697,1103.5
2.663554961,-4.88,78.53945,1104.5
2.663554961,-5.465,78.60915,1105.5
2.620039324,-5.365,78.6804,1106.5
2.621413894,-5.08,78.75315,1107.5
2.640858952,-5.105,78.82515,1108.5
2.642262461,-5.345,78.8964,1109.5
2.633870803,-5.18,78.9679,1110.5
2.633870803,-4.305,79.0397,1111.5
2.707550326,-4.265,79.10895,1112.5
2.709050701,-5.625,79.1756,1113.5
2.531998257,-6.245,79.24865,1114.5
2.530741186,-6.25,79.3282,1115.5
2.557477343,-5.9,79.40675,1116.5
2.556187852,-4.93,79.4843,1117.5
2.685310714,-4.35,79.5572,1118.5
2.685310714,-4.325,79.6254,1119.5
2.664990712,-4.575,79.6943,1120.5
2.663554961,-4.75,79.76395,1121.5
2.659260037,-4.625,79.8338,1122.5
2.659260037,-4.585,79.9038,1123.5
2.646484845,-4.8,79.97425,1124.5
2.645075402,-5.065,80.0452,1125.5
2.664990712,-4.62,80.1155,1126.5
2.664990712,-3.665,80.1851,1127.5
2.756715373,-3.58,80.25165,1128.5
2.755141809,-4.16,80.3152,1129.5
2.707550326,-4.17,80.38035,1130.5
2.707550326,-3.61,80.44705,1131.5
2.75986995,-3.56,80.51205,1132.5
2.75986995,-3.79,80.57535,1133.5
2.739540868,-3.8,80.6393,1134.5
2.737994077,-3.775,80.70395,1135.5
2.745752068,-3.735,80.7684,1136.5
2.744195648,-3.78,80.83265,1137.5
2.753570716,-3.655,80.89665,1138.5
2.753570716,-3.52,80.96035,1139.5
2.785471348,-3.285,81.02305,1140.5
2.783851915,-2.775,81.0848,1141.5
2.803460386,-3.095,81.146,1142.5
2.803460386,-4.25,81.2066,1143.5
2.666428526,-4.72,81.27165,1144.5
2.666428526,-4.45,81.34115,1145.5
2.695627681,-4.42,81.40965,1146.5
2.694147296,-4.64,81.4772,1147.5
2.688247574,-4.51,81.545,1148.5
2.689719244,-4.025,81.61295,1149.5
2.782235099,-3.44,81.67785,1150.5
2.782235099,-2.76,81.73975,1151.5
2.847312268,-2.7,81.7997,1152.5
2.847312268,-2.78,81.8577,1153.5
2.821778966,-3.02,81.91645,1154.5
2.823461053,-3.69,81.9759,1155.5
2.750435918,-3.93,82.03755,1156.5
2.748872196,-3.94,82.1015,1157.5
2.763034509,-3.82,82.16505,1158.5
2.763034509,-3.66,82.22815,1159.5
2.796881415,-3.445,82.2902,1160.5
2.798522104,-3.83,82.35115,1161.5
2.752002089,-4.05,82.4135,1162.5
2.750435918,-3.47,82.47735,1163.5
2.825145973,-3.215,82.53895,1164.5
2.823461053,-3.37,82.5983,1165.5
2.767800206,-3.93,82.6594,1166.5
2.769393831,-4.48,82.72215,1167.5
2.727233021,-4.455,82.7862,1168.5
2.728763243,-4.09,82.85155,1169.5
2.777400279,-3.91,82.9153,1170.5
2.777400279,-3.915,82.9775,1171.5
2.777400279,-3.965,83.0397,1172.5
2.777400279,-3.885,83.1019,1173.5
2.850766503,-3.145,83.1619,1174.5
2.850766503,-2.085,83.2197,1175.5
2.937463365,-2.145,83.2751,1176.5
2.937463365,-2.84,83.3281,1177.5
2.849037894,-3.23,83.38355,1178.5
2.850766503,-3.46,83.4414,1179.5
2.838728525,-3.39,83.49955,1180.5
2.838728525,-3.105,83.55805,1181.5
2.89498237,-2.78,83.61495,1182.5
2.89498237,-2.56,83.67025,1183.5
2.904065085,-2.7,83.7253,1184.5
2.90589157,-3.02,83.78005,1185.5
2.869981068,-3.175,83.83575,1186.5
2.868218953,-2.96,83.8925,1187.5
2.916921093,-2.665,83.94795,1188.5
2.915074371,-2.555,84.0021,1189.5
2.941244088,-2.405,84.0556,1190.5
2.93935194,-2.525,84.10845,1191.5
2.90589157,-2.855,84.16225,1192.5
2.90589157,-3.265,84.21695,1193.5
2.854232711,-3.475,84.2731,1194.5
2.854232711,-3.475,84.3307,1195.5
2.852498105,-3.52,84.38835,1196.5
2.854232711,-3.445,84.446,1197.5
2.864704011,-3.38,84.5033,1198.5
2.866459938,-3.38,84.56025,1199.5
2.857710976,-3.505,84.6174,1200.5
2.855970331,-3.695,84.67485,1201.5
2.840439389,-3.7,84.7328,1202.5
2.838728525,-3.71,84.79125,1203.5
2.826833737,-3.845,84.8501,1204.5
2.828524355,-4.125,84.90925,1205.5
2.761450978,-4.605,84.9704,1206.5
2.763034509,-4.43,85.03355,1207.5
2.80016549,-4.17,85.0955,1208.5
2.798522104,-4.245,85.15635,1209.5
2.801811581,-4.13,85.21715,1210.5
2.801811581,-4.145,85.27785,1211.5
2.787093408,-4.285,85.339,1212.5
2.787093408,-4.445,85.4006,1213.5
2.770990001,-4.44,85.4627,1214.5
2.770990001,-4.125,85.5253,1215.5
2.835315552,-3.66,85.58595,1216.5
2.833613424,-3.805,85.6447,1217.5
2.761450978,-4.49,85.7057,1218.5
2.761450978,-4.59,85.7689,1219.5
2.791975436,-4.075,85.83115,1220.5
2.793608089,-4.175,85.8924,1221.5
2.761450978,-4.415,85.9546,1222.5
2.761450978,-4.205,86.0178,1223.5
2.77900929,-4.17,86.08045,1224.5
2.77900929,-4.32,86.14255,1225.5
2.753570716,-4.43,86.20545,1226.5
2.753570716,-4.61,86.26915,1227.5
2.704556312,-4.96,86.33445,1228.5
2.70306266,-5.125,86.4014,1229.5
2.685310714,-5.12,86.469,1230.5
2.683845512,-5.115,86.53725,1231.5
2.679462744,-5.105,86.6057,1232.5
2.67800608,-5.085,86.67435,1233.5
2.67800608,-5.05,86.74305,1234.5
2.676551534,-5.05,86.8118,1235.5
2.673648774,-5,86.8807,1236.5
2.675099101,-4.895,86.94965,1237.5
2.712058222,-4.475,87.0173,1238.5
2.712058222,-4.095,87.0837,1239.5
2.733368009,-4.105,87.1494,1240.5
2.734907655,-4.38,87.21435,1241.5
2.666428526,-4.78,87.28155,1242.5
2.667868411,-5.125,87.351,1243.5
2.594275187,-5.55,87.42305,1244.5
2.594275187,-5.495,87.49775,1245.5
2.636660205,-4.96,87.5709,1246.5
2.635264531,-4.895,87.64255,1247.5
2.600991129,-5.265,87.7155,1248.5
2.600991129,-5.425,87.7897,1249.5
2.579656986,-5.415,87.8647,1250.5
2.580977119,-5.235,87.94045,1251.5
2.61866664,-4.875,88.01475,1252.5
2.61866664,-5.15,88.08765,1253.5
2.498599977,-6.145,88.1652,1254.5
2.499817263,-6.31,88.24735,1255.5
2.533256911,-5.64,88.3281,1256.5
2.533256911,-5.46,88.4075,1257.5
2.525728644,-5.655,88.4872,1258.5
2.525728644,-5.75,88.5672,1259.5
2.533256911,-5.475,88.6469,1260.5
2.53451715,-5.145,88.72625,1261.5
2.602339747,-4.635,88.80295,1262.5
2.600991129,-4.58,88.8771,1263.5
2.574393816,-4.895,88.9523,1264.5
2.574393816,-4.905,89.0285,1265.5
2.561355822,-5.005,89.1052,1266.5
2.561355822,-5.09,89.1824,1267.5
2.539574051,-5.2,89.26045,1268.5
2.540842282,-5.465,89.3393,1269.5
2.488914671,-5.765,89.4202,1270.5
2.488914671,-5.27,89.5032,1271.5
2.628315233,-4.13,89.5808,1272.5
2.62693115,-3.57,89.65305,1273.5
2.649309706,-3.83,89.72455,1274.5
2.649309706,-4.085,89.79525,1275.5
2.63108916,-3.985,89.8666,1276.5
2.629701235,-4.23,89.93865,1277.5
2.565249402,-4.73,90.01315,1278.5
2.563949857,-4.72,90.0901,1279.5
2.561355822,-4.71,90.1672,1280.5
2.561355822,-4.965,90.2444,1281.5
2.539574051,-4.905,90.32245,1282.5
2.540842282,-4.625,90.4013,1283.5
2.590267165,-4.265,90.4782,1284.5
2.591601388,-4.055,90.55315,1285.5
2.565249402,-4.53,90.62905,1286.5
2.565249402,-4.855,90.70595,1287.5
2.513306124,-5.11,90.7849,1288.5
2.513306124,-5.015,90.8659,1289.5
2.611831343,-3.95,90.9431,1290.5
2.611831343,-3.8,91.0165,1291.5
2.574393816,-4.37,91.0913,1292.5
2.574393816,-4.26,91.1675,1293.5
2.595614772,-4.1,91.2429,1294.5
2.596956154,-4.38,91.31745,1295.5
2.529485693,-4.885,91.39455,1296.5
2.529485693,-4.925,91.47425,1297.5
2.554900022,-4.59,91.55295,1298.5
2.553613848,-4.585,91.6307,1299.5
2.557477343,-4.565,91.70835,1300.5
2.556187852,-4.68,91.7859,1301.5
2.501036032,-5.265,91.8657,1302.5
2.501036032,-5.145,91.9477,1303.5
2.574393816,-4.475,92.0268,1304.5
2.573082341,-3.86,92.10305,1305.5
2.672200548,-3.36,92.17575,1306.5
2.672200548,-3.36,92.24485,1307.5
2.675099101,-3.35,92.31385,1308.5
2.675099101,-3.565,92.38275,1309.5
2.587604048,-4.425,92.4548,1310.5
2.58893472,-4.97,92.52995,1311.5
2.547207676,-4.905,92.60665,1312.5
2.548485631,-4.48,92.6849,1313.5
2.636660205,-3.89,92.7598,1314.5
2.636660205,-3.585,92.8314,1315.5
2.645075402,-3.83,92.9027,1316.5
2.643667942,-4.25,92.97375,1317.5
2.598299337,-4.4,93.0465,1318.5
2.596956154,-4.25,93.12095,1319.5
2.638057829,-3.96,93.19395,1320.5
2.636660205,-3.835,93.2655,1321.5
2.646484845,-3.88,93.33675,1322.5
2.646484845,-4.175,93.40765,1323.5
2.590267165,-4.58,93.4806,1324.5
2.58893472,-4.835,93.55565,1325.5
2.620039324,-4.27,93.6296,1326.5
2.620039324,-3.515,93.7024,1327.5
2.675099101,-3.64,93.77325,1328.5
2.675099101,-3.945,93.84215,1329.5
2.647896278,-4,93.912,1330.5
2.646484845,-4,93.98285,1331.5
2.656406968,-3.925,94.0534,1332.5
2.656406968,-3.775,94.1236,1333.5
2.676551534,-3.7,94.1931,1334.5
2.676551534,-3.7,94.2619,1335.5
2.666428526,-3.85,94.33105,1336.5
2.666428526,-4.15,94.40055,1337.5
2.642262461,-4.125,94.4709,1338.5
2.643667942,-3.725,94.54205,1339.5
2.695627681,-3.5,94.61135,1340.5
2.697110261,-3.65,94.6788,1341.5
2.667868411,-3.835,94.7472,1342.5
2.667868411,-4.05,94.8166,1343.5
2.628315233,-4.29,94.8874,1344.5
2.629701235,-4.315,94.95955,1345.5
2.62554898,-4.315,95.0318,1346.5
2.62554898,-4.115,95.1042,1347.5
2.646484845,-4.04,95.17585,1348.5
2.645075402,-4.355,95.2468,1349.5
2.600991129,-4.51,95.3194,1350.5
2.600991129,-4.51,95.3936,1351.5
2.599644327,-4.465,95.46785,1352.5
2.600991129,-4.83,95.5421,1353.5
2.54338358,-5.07,95.6185,1354.5
2.544656654,-4.625,95.69705,1355.5
2.590267165,-4.46,95.7738,1356.5
2.591601388,-5.015,95.84875,1357.5
2.521985658,-5.22,95.92635,1358.5
2.520741103,-4.93,96.0067,1359.5
2.579656986,-4.5,96.0848,1360.5
2.578338595,-3.74,96.16065,1361.5
2.63945741,-3.73,96.2343,1362.5
2.63945741,-4.17,96.3057,1363.5
2.567853571,-4.53,96.37975,1364.5
2.569158202,-5.1,96.4564,1365.5
2.512072318,-5.125,96.53525,1366.5
2.512072318,-4.625,96.61635,1367.5
2.566550639,-4.445,96.6953,1368.5
2.566550639,-4.675,96.7721,1369.5
2.566550639,-4.385,96.8489,1370.5
2.566550639,-3.715,96.9257,1371.5
2.633870803,-3.505,97,1372.5
2.635264531,-3.51,97.07175,1373.5
2.602339747,-3.815,97.14465,1374.5
2.600991129,-4.435,97.2188,1375.5
2.529485693,-4.57,97.29575,1376.5
2.528231775,-4.475,97.3755,1377.5
2.545931352,-4.28,97.4546,1378.5
2.545931352,-3.9,97.533,1379.5
2.562651998,-3.985,97.61075,1380.5
2.562651998,-4.375,97.68785,1381.5
2.513306124,-4.465,97.7669,1382.5
2.513306124,-4.235,97.8479,1383.5
